qname	tname	num_alns	pid	qcov	tcov
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_0448	1	100.0	100.0	100.0
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_0007	1	100.0	100.0	100.0
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_2809	1	99.76	100.0	100.0
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_2624	1	99.76	100.0	100.0
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_3199	1	91.38	98.3	100.0
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_3006	1	91.38	98.3	100.0
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_3528	1	90.93	98.3	100.0
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_0008	1	100.0	100.0	100.0
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_2038	1	99.76	100.0	100.0
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_1842	1	99.76	100.0	100.0
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_3007	1	99.04	100.0	98.58
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_0449	1	98.56	100.0	98.58
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_3529	1	98.32	100.0	98.58
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_3200	1	98.32	100.0	98.58
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_2810	1	98.32	100.0	98.58
SKTGIJFO_CDS_0008	SKTGIJFO_CDS_2625	1	98.32	100.0	98.58
SKTGIJFO_CDS_0009	SKTGIJFO_CDS_2039	1	100.0	100.0	100.0
SKTGIJFO_CDS_0009	SKTGIJFO_CDS_1843	1	100.0	100.0	100.0
SKTGIJFO_CDS_0009	SKTGIJFO_CDS_0009	1	100.0	100.0	100.0
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_2040	1	100.0	100.0	100.0
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_1844	1	100.0	100.0	100.0
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_0010	1	100.0	100.0	100.0
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_3530	1	95.44	98.64	95.63
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_3008	1	95.04	91.25	88.06
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_3201	1	76.21	35.14	35.03
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_2811	1	76.21	35.14	35.03
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_2626	1	76.21	35.14	35.03
SKTGIJFO_CDS_0010	SKTGIJFO_CDS_0450	1	76.21	35.14	35.03
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_0011	1	100.0	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_2041	1	98.57	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_1845	1	98.57	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_3202	1	97.85	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_3009	1	97.85	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_3531	1	96.81	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_0451	1	96.06	100.0	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_2813	1	95.83	51.25	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_2628	1	95.83	51.25	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_2812	1	99.17	43.01	100.0
SKTGIJFO_CDS_0011	SKTGIJFO_CDS_2627	1	99.17	43.01	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_0012	1	100.0	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_2042	1	93.91	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_1846	1	93.91	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_3532	1	93.27	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_3203	1	93.27	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_3010	1	93.27	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_2814	1	93.27	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_2629	1	93.27	100.0	100.0
SKTGIJFO_CDS_0012	SKTGIJFO_CDS_0452	1	87.82	100.0	100.0
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_0013	1	100.0	100.0	100.0
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_3533	1	88.8	98.89	98.07
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_3204	1	87.67	98.89	98.07
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_3011	1	87.67	98.89	98.07
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_2815	1	87.67	98.89	98.07
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_2630	1	87.67	98.89	98.07
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_0453	1	87.43	99.17	98.35
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_2043	1	87.39	98.89	98.07
SKTGIJFO_CDS_0013	SKTGIJFO_CDS_1847	1	87.11	98.89	98.07
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_2044	1	100.0	100.0	100.0
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_1848	1	100.0	100.0	100.0
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_0014	1	100.0	100.0	100.0
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_3012	1	89.36	98.95	95.58
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_3205	1	89.01	98.95	95.58
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_2816	1	89.01	98.95	95.58
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_2631	1	89.01	98.95	95.58
SKTGIJFO_CDS_0014	SKTGIJFO_CDS_0454	1	87.59	98.95	95.58
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_2045	1	100.0	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_1849	1	100.0	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_0015	1	100.0	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_3206	1	98.15	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_3013	1	98.15	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_2817	1	96.76	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_2632	1	96.76	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_3534	1	87.5	100.0	100.0
SKTGIJFO_CDS_0015	SKTGIJFO_CDS_0455	1	87.56	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_0016	1	100.0	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_2046	1	96.49	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_1850	1	96.49	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_3207	1	96.2	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_3014	1	95.91	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_2818	1	95.03	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_2633	1	95.03	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_3535	1	94.15	100.0	100.0
SKTGIJFO_CDS_0016	SKTGIJFO_CDS_0456	1	93.57	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_0017	1	100.0	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_3015	1	96.63	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_3208	1	96.43	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_2047	1	96.03	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_1851	1	96.03	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_0457	1	96.03	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_2819	1	95.83	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_2634	1	95.83	100.0	100.0
SKTGIJFO_CDS_0017	SKTGIJFO_CDS_3536	1	93.85	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_0018	1	100.0	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_2048	1	97.69	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_1852	1	97.69	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_3537	1	96.99	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_0458	1	94.91	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_2635	1	94.44	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_2820	1	94.21	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_3016	1	93.98	100.0	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_3209	1	93.12	87.5	100.0
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_2049	1	100.0	8.1	6.01
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_1853	1	100.0	8.1	6.01
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_0459	1	100.0	8.1	6.01
SKTGIJFO_CDS_0018	SKTGIJFO_CDS_0019	1	100.0	8.1	6.01
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_2049	1	100.0	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_0019	1	100.0	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_1853	1	99.66	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_0459	1	94.67	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_3017	1	94.5	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_2821	1	94.5	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_2636	1	94.5	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_3210	1	91.75	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_3538	1	89.71	100.0	100.0
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_2048	1	100.0	6.01	8.1
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_1852	1	100.0	6.01	8.1
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_0458	1	100.0	6.01	8.1
SKTGIJFO_CDS_0019	SKTGIJFO_CDS_0018	1	100.0	6.01	8.1
SKTGIJFO_CDS_0020	SKTGIJFO_CDS_2050	1	100.0	100.0	100.0
SKTGIJFO_CDS_0020	SKTGIJFO_CDS_0020	1	100.0	100.0	100.0
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_2051	1	100.0	100.0	100.0
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_0021	1	100.0	100.0	100.0
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_3540	1	95.95	98.67	98.67
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_3212	1	95.95	98.67	98.67
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_1855	1	95.95	98.67	98.67
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_0461	1	95.95	98.67	98.67
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_3019	1	95.27	98.67	98.67
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_2823	1	95.27	98.67	98.67
SKTGIJFO_CDS_0021	SKTGIJFO_CDS_2638	1	95.27	98.67	98.67
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_2052	1	100.0	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_0022	1	100.0	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_3020	1	99.17	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_2824	1	98.96	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_2639	1	98.96	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_3213	1	96.46	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_1856	1	95.22	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_0462	1	95.22	100.0	100.0
SKTGIJFO_CDS_0022	SKTGIJFO_CDS_3541	1	90.44	100.0	100.0
SKTGIJFO_CDS_0023	SKTGIJFO_CDS_3214	1	100.0	100.0	100.0
SKTGIJFO_CDS_0023	SKTGIJFO_CDS_3021	1	100.0	100.0	100.0
SKTGIJFO_CDS_0023	SKTGIJFO_CDS_2053	1	100.0	100.0	100.0
SKTGIJFO_CDS_0023	SKTGIJFO_CDS_0023	1	100.0	100.0	100.0
SKTGIJFO_CDS_0023	SKTGIJFO_CDS_2825	1	99.5	100.0	100.0
SKTGIJFO_CDS_0023	SKTGIJFO_CDS_2640	1	99.5	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_2054	1	100.0	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_0024	1	100.0	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_3215	1	99.41	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_3022	1	99.29	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_2826	1	98.22	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_2641	1	98.22	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_1858	1	88.53	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_0464	1	88.53	100.0	100.0
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_3543	1	88.35	100.0	100.0
SKTGIJFO_CDS_0025	SKTGIJFO_CDS_3023	1	100.0	100.0	100.0
SKTGIJFO_CDS_0025	SKTGIJFO_CDS_2827	1	100.0	100.0	100.0
SKTGIJFO_CDS_0025	SKTGIJFO_CDS_2642	1	100.0	100.0	100.0
SKTGIJFO_CDS_0025	SKTGIJFO_CDS_2055	1	100.0	100.0	100.0
SKTGIJFO_CDS_0025	SKTGIJFO_CDS_0025	1	100.0	100.0	100.0
SKTGIJFO_CDS_0025	SKTGIJFO_CDS_3216	1	99.09	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_2056	1	100.0	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_0026	1	100.0	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_3024	1	95.85	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_2828	1	95.5	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_2643	1	95.5	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_3217	1	95.39	100.0	100.0
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_1860	1	79.47	85.81	85.62
SKTGIJFO_CDS_0026	SKTGIJFO_CDS_0466	1	79.47	85.81	85.62
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_2057	1	100.0	100.0	100.0
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_0027	1	100.0	100.0	100.0
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_3025	1	84.96	100.0	100.0
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_3218	1	83.77	100.0	100.0
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_2829	1	82.54	99.76	99.76
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_2644	1	82.54	99.76	99.76
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_1861	1	81.8	98.32	98.32
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_0467	1	81.8	98.32	98.32
SKTGIJFO_CDS_0027	SKTGIJFO_CDS_3546	1	77.75	99.52	99.52
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_2058	1	100.0	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_0028	1	100.0	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_3219	1	91.83	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_3026	1	91.61	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_1862	1	91.3	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_0468	1	91.3	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_2830	1	89.23	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_2645	1	89.23	100.0	100.0
SKTGIJFO_CDS_0028	SKTGIJFO_CDS_3547	1	84.85	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_3220	1	100.0	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_2059	1	100.0	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_0029	1	100.0	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_2831	1	97.3	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_2646	1	97.3	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_3548	1	96.81	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_3027	1	96.57	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_1863	1	96.32	100.0	100.0
SKTGIJFO_CDS_0029	SKTGIJFO_CDS_0469	1	96.32	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_3549	1	100.0	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_3221	1	100.0	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_3028	1	100.0	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_2060	1	100.0	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_1864	1	100.0	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_0030	1	100.0	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_2832	1	94.56	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_2647	1	94.56	100.0	100.0
SKTGIJFO_CDS_0030	SKTGIJFO_CDS_0470	1	90.88	95.29	94.93
SKTGIJFO_CDS_0031	SKTGIJFO_CDS_3550	1	100.0	100.0	100.0
SKTGIJFO_CDS_0031	SKTGIJFO_CDS_3222	1	100.0	100.0	100.0
SKTGIJFO_CDS_0031	SKTGIJFO_CDS_3029	1	100.0	100.0	100.0
SKTGIJFO_CDS_0031	SKTGIJFO_CDS_2061	1	100.0	100.0	100.0
SKTGIJFO_CDS_0031	SKTGIJFO_CDS_1865	1	100.0	100.0	100.0
SKTGIJFO_CDS_0031	SKTGIJFO_CDS_0031	1	100.0	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_3223	1	100.0	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_2062	1	100.0	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_0032	1	100.0	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_3551	1	99.46	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_1866	1	99.46	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_3030	1	97.3	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_2834	1	95.68	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_2649	1	95.68	100.0	100.0
SKTGIJFO_CDS_0032	SKTGIJFO_CDS_0472	1	84.94	98.92	96.83
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_3224	1	100.0	100.0	100.0
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_2063	1	100.0	100.0	100.0
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_1867	1	100.0	100.0	100.0
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_0033	1	100.0	100.0	100.0
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_3552	1	99.77	100.0	100.0
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_2835	1	97.22	99.77	99.77
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_2650	1	97.22	99.77	99.77
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_3031	1	93.04	99.77	99.77
SKTGIJFO_CDS_0033	SKTGIJFO_CDS_0473	1	88.4	99.77	99.77
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_2064	1	100.0	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_1868	1	100.0	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_0034	1	100.0	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_3225	1	99.82	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_3553	1	99.47	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_3032	1	99.47	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_2836	1	99.47	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_2651	1	99.47	100.0	100.0
SKTGIJFO_CDS_0034	SKTGIJFO_CDS_0474	1	98.93	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_2065	1	100.0	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_0475	1	100.0	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_0035	1	100.0	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_1869	1	97.86	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_3226	1	97.5	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_2837	1	97.5	100.0	100.0
SKTGIJFO_CDS_0035	SKTGIJFO_CDS_2652	1	97.5	100.0	100.0
