SKTGIJFO_CDS_5043	SKTGIJFO_CDS_5043
SKTGIJFO_CDS_0424	SKTGIJFO_CDS_0424
SKTGIJFO_CDS_1125	SKTGIJFO_CDS_1125
SKTGIJFO_CDS_0880	SKTGIJFO_CDS_0880,SKTGIJFO_CDS_1822
SKTGIJFO_CDS_1733	SKTGIJFO_CDS_1733
SKTGIJFO_CDS_5066	SKTGIJFO_CDS_5066
SKTGIJFO_CDS_0415	SKTGIJFO_CDS_0415
SKTGIJFO_CDS_3780	SKTGIJFO_CDS_3780,SKTGIJFO_CDS_4617,SKTGIJFO_CDS_4199
SKTGIJFO_CDS_3869	SKTGIJFO_CDS_3869,SKTGIJFO_CDS_4707,SKTGIJFO_CDS_4288
SKTGIJFO_CDS_1116	SKTGIJFO_CDS_1116
SKTGIJFO_CDS_0408	SKTGIJFO_CDS_0408,SKTGIJFO_CDS_1109
SKTGIJFO_CDS_0831	SKTGIJFO_CDS_0831,SKTGIJFO_CDS_1770,SKTGIJFO_CDS_1679
SKTGIJFO_CDS_3805	SKTGIJFO_CDS_3805,SKTGIJFO_CDS_4642,SKTGIJFO_CDS_4224
SKTGIJFO_CDS_0078	SKTGIJFO_CDS_0078,SKTGIJFO_CDS_1912,SKTGIJFO_CDS_0519,SKTGIJFO_CDS_2109,SKTGIJFO_CDS_2697,SKTGIJFO_CDS_2511,SKTGIJFO_CDS_3077,SKTGIJFO_CDS_2882,SKTGIJFO_CDS_3398
SKTGIJFO_CDS_3597	SKTGIJFO_CDS_3597,SKTGIJFO_CDS_4017,SKTGIJFO_CDS_4432
SKTGIJFO_CDS_0281	SKTGIJFO_CDS_0281,SKTGIJFO_CDS_1562,SKTGIJFO_CDS_1390,SKTGIJFO_CDS_1220,SKTGIJFO_CDS_0722
SKTGIJFO_CDS_3822	SKTGIJFO_CDS_3822,SKTGIJFO_CDS_4659,SKTGIJFO_CDS_4241
SKTGIJFO_CDS_1018	SKTGIJFO_CDS_1018,SKTGIJFO_CDS_2269
SKTGIJFO_CDS_2369	SKTGIJFO_CDS_2369
SKTGIJFO_CDS_5083	SKTGIJFO_CDS_5083
SKTGIJFO_CDS_4817	SKTGIJFO_CDS_4817
SKTGIJFO_CDS_3833	SKTGIJFO_CDS_3833,SKTGIJFO_CDS_4670,SKTGIJFO_CDS_4252
SKTGIJFO_CDS_5097	SKTGIJFO_CDS_5097
SKTGIJFO_CDS_3351	SKTGIJFO_CDS_3351
SKTGIJFO_CDS_2488	SKTGIJFO_CDS_2488
SKTGIJFO_CDS_3940	SKTGIJFO_CDS_3940,SKTGIJFO_CDS_4776,SKTGIJFO_CDS_4359
SKTGIJFO_CDS_4811	SKTGIJFO_CDS_4811
SKTGIJFO_CDS_3345	SKTGIJFO_CDS_3345
SKTGIJFO_CDS_0887	SKTGIJFO_CDS_0887,SKTGIJFO_CDS_1829
SKTGIJFO_CDS_1740	SKTGIJFO_CDS_1740
SKTGIJFO_CDS_3825	SKTGIJFO_CDS_3825,SKTGIJFO_CDS_4244,SKTGIJFO_CDS_4662
SKTGIJFO_CDS_3265	SKTGIJFO_CDS_3265
SKTGIJFO_CDS_5086	SKTGIJFO_CDS_5086
SKTGIJFO_CDS_3829	SKTGIJFO_CDS_3829,SKTGIJFO_CDS_4666,SKTGIJFO_CDS_4248
SKTGIJFO_CDS_3561	SKTGIJFO_CDS_3561,SKTGIJFO_CDS_4397,SKTGIJFO_CDS_3978
SKTGIJFO_CDS_5199	SKTGIJFO_CDS_5199
SKTGIJFO_CDS_0969	SKTGIJFO_CDS_0969
SKTGIJFO_CDS_3901	SKTGIJFO_CDS_3901,SKTGIJFO_CDS_4741,SKTGIJFO_CDS_4322,SKTGIJFO_CDS_4738,SKTGIJFO_CDS_4319
SKTGIJFO_CDS_5000	SKTGIJFO_CDS_5000
SKTGIJFO_CDS_3738	SKTGIJFO_CDS_3738,SKTGIJFO_CDS_4576,SKTGIJFO_CDS_4157
SKTGIJFO_CDS_5177	SKTGIJFO_CDS_5177
SKTGIJFO_CDS_5243	SKTGIJFO_CDS_5243
SKTGIJFO_CDS_0351	SKTGIJFO_CDS_0351,SKTGIJFO_CDS_0787,SKTGIJFO_CDS_1635,SKTGIJFO_CDS_1294,SKTGIJFO_CDS_1463,SKTGIJFO_CDS_1461,SKTGIJFO_CDS_1634,SKTGIJFO_CDS_1293,SKTGIJFO_CDS_0786,SKTGIJFO_CDS_1460,SKTGIJFO_CDS_1633,SKTGIJFO_CDS_1292,SKTGIJFO_CDS_0785,SKTGIJFO_CDS_1462
SKTGIJFO_CDS_3974	SKTGIJFO_CDS_3974,SKTGIJFO_CDS_4810,SKTGIJFO_CDS_4393
SKTGIJFO_CDS_2438	SKTGIJFO_CDS_2438
SKTGIJFO_CDS_5092	SKTGIJFO_CDS_5092
SKTGIJFO_CDS_0289	SKTGIJFO_CDS_0289,SKTGIJFO_CDS_1570,SKTGIJFO_CDS_1228,SKTGIJFO_CDS_0730,SKTGIJFO_CDS_1398
SKTGIJFO_CDS_3406	SKTGIJFO_CDS_3406
SKTGIJFO_CDS_4979	SKTGIJFO_CDS_4979
SKTGIJFO_CDS_3900	SKTGIJFO_CDS_3900,SKTGIJFO_CDS_4737,SKTGIJFO_CDS_4318
SKTGIJFO_CDS_0086	SKTGIJFO_CDS_0086,SKTGIJFO_CDS_0527,SKTGIJFO_CDS_2519,SKTGIJFO_CDS_2117,SKTGIJFO_CDS_1920,SKTGIJFO_CDS_2705,SKTGIJFO_CDS_3085,SKTGIJFO_CDS_2890
SKTGIJFO_CDS_3437	SKTGIJFO_CDS_3437
SKTGIJFO_CDS_3761	SKTGIJFO_CDS_3761,SKTGIJFO_CDS_4598
SKTGIJFO_CDS_4180	SKTGIJFO_CDS_4180
SKTGIJFO_CDS_5017	SKTGIJFO_CDS_5017
SKTGIJFO_CDS_5176	SKTGIJFO_CDS_5176
SKTGIJFO_CDS_3740	SKTGIJFO_CDS_3740,SKTGIJFO_CDS_4159,SKTGIJFO_CDS_4578
SKTGIJFO_CDS_0827	SKTGIJFO_CDS_0827,SKTGIJFO_CDS_1766,SKTGIJFO_CDS_1675
SKTGIJFO_CDS_3601	SKTGIJFO_CDS_3601,SKTGIJFO_CDS_4436,SKTGIJFO_CDS_4021
SKTGIJFO_CDS_3886	SKTGIJFO_CDS_3886,SKTGIJFO_CDS_4724,SKTGIJFO_CDS_4305
SKTGIJFO_CDS_0312	SKTGIJFO_CDS_0312,SKTGIJFO_CDS_1421,SKTGIJFO_CDS_1251,SKTGIJFO_CDS_0745,SKTGIJFO_CDS_1593
SKTGIJFO_CDS_3933	SKTGIJFO_CDS_3933,SKTGIJFO_CDS_4769,SKTGIJFO_CDS_4352
SKTGIJFO_CDS_5193	SKTGIJFO_CDS_5193
SKTGIJFO_CDS_0116	SKTGIJFO_CDS_0116,SKTGIJFO_CDS_2148,SKTGIJFO_CDS_0558,SKTGIJFO_CDS_1951,SKTGIJFO_CDS_2735,SKTGIJFO_CDS_2549,SKTGIJFO_CDS_3114,SKTGIJFO_CDS_2920,SKTGIJFO_CDS_3436
SKTGIJFO_CDS_0330	SKTGIJFO_CDS_0330,SKTGIJFO_CDS_1611,SKTGIJFO_CDS_1439,SKTGIJFO_CDS_1269,SKTGIJFO_CDS_0763
SKTGIJFO_CDS_4827	SKTGIJFO_CDS_4827
SKTGIJFO_CDS_4945	SKTGIJFO_CDS_4945
SKTGIJFO_CDS_0433	SKTGIJFO_CDS_0433,SKTGIJFO_CDS_1136,SKTGIJFO_CDS_1135
SKTGIJFO_CDS_3283	SKTGIJFO_CDS_3283
SKTGIJFO_CDS_5047	SKTGIJFO_CDS_5047
SKTGIJFO_CDS_0143	SKTGIJFO_CDS_0143,SKTGIJFO_CDS_2762,SKTGIJFO_CDS_2576,SKTGIJFO_CDS_2173,SKTGIJFO_CDS_1976,SKTGIJFO_CDS_0583,SKTGIJFO_CDS_2945
SKTGIJFO_CDS_3139	SKTGIJFO_CDS_3139
SKTGIJFO_CDS_3463	SKTGIJFO_CDS_3463
SKTGIJFO_CDS_1076	SKTGIJFO_CDS_1076,SKTGIJFO_CDS_2325
SKTGIJFO_CDS_2429	SKTGIJFO_CDS_2429
SKTGIJFO_CDS_5155	SKTGIJFO_CDS_5155
SKTGIJFO_CDS_0928	SKTGIJFO_CDS_0928
SKTGIJFO_CDS_0815	SKTGIJFO_CDS_0815,SKTGIJFO_CDS_1754,SKTGIJFO_CDS_1663
SKTGIJFO_CDS_2484	SKTGIJFO_CDS_2484
SKTGIJFO_CDS_5024	SKTGIJFO_CDS_5024
SKTGIJFO_CDS_0024	SKTGIJFO_CDS_0024,SKTGIJFO_CDS_2054,SKTGIJFO_CDS_3215,SKTGIJFO_CDS_3022,SKTGIJFO_CDS_2826,SKTGIJFO_CDS_2641
SKTGIJFO_CDS_0464	SKTGIJFO_CDS_0464,SKTGIJFO_CDS_1858,SKTGIJFO_CDS_3543
SKTGIJFO_CDS_3905	SKTGIJFO_CDS_3905,SKTGIJFO_CDS_4745,SKTGIJFO_CDS_4326
SKTGIJFO_CDS_5137	SKTGIJFO_CDS_5137
SKTGIJFO_CDS_0883	SKTGIJFO_CDS_0883,SKTGIJFO_CDS_1825
SKTGIJFO_CDS_5246	SKTGIJFO_CDS_5246
SKTGIJFO_CDS_1736	SKTGIJFO_CDS_1736
SKTGIJFO_CDS_3560	SKTGIJFO_CDS_3560,SKTGIJFO_CDS_4396,SKTGIJFO_CDS_3977
SKTGIJFO_CDS_2465	SKTGIJFO_CDS_2465
SKTGIJFO_CDS_3342	SKTGIJFO_CDS_3342
SKTGIJFO_CDS_3763	SKTGIJFO_CDS_3763,SKTGIJFO_CDS_4182,SKTGIJFO_CDS_4600
SKTGIJFO_CDS_5019	SKTGIJFO_CDS_5019
SKTGIJFO_CDS_3871	SKTGIJFO_CDS_3871,SKTGIJFO_CDS_4709,SKTGIJFO_CDS_4290
SKTGIJFO_CDS_0937	SKTGIJFO_CDS_0937
SKTGIJFO_CDS_5180	SKTGIJFO_CDS_5180
SKTGIJFO_CDS_3830	SKTGIJFO_CDS_3830,SKTGIJFO_CDS_4667,SKTGIJFO_CDS_4249
SKTGIJFO_CDS_3867	SKTGIJFO_CDS_3867,SKTGIJFO_CDS_4705,SKTGIJFO_CDS_4286
SKTGIJFO_CDS_5093	SKTGIJFO_CDS_5093
SKTGIJFO_CDS_0659	SKTGIJFO_CDS_0659
SKTGIJFO_CDS_3891	SKTGIJFO_CDS_3891,SKTGIJFO_CDS_4310,SKTGIJFO_CDS_4729
SKTGIJFO_CDS_5167	SKTGIJFO_CDS_5167
SKTGIJFO_CDS_2466	SKTGIJFO_CDS_2466
SKTGIJFO_CDS_5181	SKTGIJFO_CDS_5181
SKTGIJFO_CDS_0809	SKTGIJFO_CDS_0809,SKTGIJFO_CDS_1748,SKTGIJFO_CDS_1657
SKTGIJFO_CDS_5051	SKTGIJFO_CDS_5051
SKTGIJFO_CDS_3784	SKTGIJFO_CDS_3784,SKTGIJFO_CDS_4203,SKTGIJFO_CDS_4621
SKTGIJFO_CDS_3906	SKTGIJFO_CDS_3906,SKTGIJFO_CDS_4746,SKTGIJFO_CDS_4327
SKTGIJFO_CDS_0244	SKTGIJFO_CDS_0244,SKTGIJFO_CDS_1183,SKTGIJFO_CDS_0685,SKTGIJFO_CDS_1353
SKTGIJFO_CDS_1525	SKTGIJFO_CDS_1525
SKTGIJFO_CDS_1058	SKTGIJFO_CDS_1058,SKTGIJFO_CDS_2309
SKTGIJFO_CDS_2406	SKTGIJFO_CDS_2406
SKTGIJFO_CDS_3766	SKTGIJFO_CDS_3766,SKTGIJFO_CDS_4603,SKTGIJFO_CDS_4185
SKTGIJFO_CDS_5194	SKTGIJFO_CDS_5194
SKTGIJFO_CDS_3835	SKTGIJFO_CDS_3835,SKTGIJFO_CDS_4672,SKTGIJFO_CDS_4254
SKTGIJFO_CDS_0960	SKTGIJFO_CDS_0960
SKTGIJFO_CDS_3899	SKTGIJFO_CDS_3899,SKTGIJFO_CDS_4736,SKTGIJFO_CDS_4317
SKTGIJFO_CDS_5099	SKTGIJFO_CDS_5099
SKTGIJFO_CDS_5175	SKTGIJFO_CDS_5175
SKTGIJFO_CDS_0419	SKTGIJFO_CDS_0419,SKTGIJFO_CDS_1120
SKTGIJFO_CDS_0923	SKTGIJFO_CDS_0923
SKTGIJFO_CDS_0881	SKTGIJFO_CDS_0881
SKTGIJFO_CDS_1823	SKTGIJFO_CDS_1823
SKTGIJFO_CDS_3632	SKTGIJFO_CDS_3632,SKTGIJFO_CDS_4467,SKTGIJFO_CDS_4051
SKTGIJFO_CDS_4306	SKTGIJFO_CDS_4306
SKTGIJFO_CDS_0059	SKTGIJFO_CDS_0059,SKTGIJFO_CDS_1893,SKTGIJFO_CDS_3379,SKTGIJFO_CDS_2863,SKTGIJFO_CDS_2678,SKTGIJFO_CDS_2492,SKTGIJFO_CDS_0500,SKTGIJFO_CDS_3058,SKTGIJFO_CDS_2090
SKTGIJFO_CDS_3872	SKTGIJFO_CDS_3872,SKTGIJFO_CDS_4710,SKTGIJFO_CDS_4291
SKTGIJFO_CDS_0955	SKTGIJFO_CDS_0955
SKTGIJFO_CDS_1047	SKTGIJFO_CDS_1047
SKTGIJFO_CDS_2298	SKTGIJFO_CDS_2298
SKTGIJFO_CDS_2395	SKTGIJFO_CDS_2395
SKTGIJFO_CDS_3883	SKTGIJFO_CDS_3883,SKTGIJFO_CDS_4302,SKTGIJFO_CDS_4721
SKTGIJFO_CDS_4860	SKTGIJFO_CDS_4860
SKTGIJFO_CDS_1711	SKTGIJFO_CDS_1711,SKTGIJFO_CDS_0860,SKTGIJFO_CDS_1799
SKTGIJFO_CDS_3353	SKTGIJFO_CDS_3353
SKTGIJFO_CDS_0088	SKTGIJFO_CDS_0088,SKTGIJFO_CDS_2119,SKTGIJFO_CDS_1922,SKTGIJFO_CDS_0529,SKTGIJFO_CDS_3087,SKTGIJFO_CDS_2707,SKTGIJFO_CDS_2521,SKTGIJFO_CDS_2892,SKTGIJFO_CDS_3408
SKTGIJFO_CDS_0266	SKTGIJFO_CDS_0266,SKTGIJFO_CDS_0707,SKTGIJFO_CDS_1547,SKTGIJFO_CDS_1375,SKTGIJFO_CDS_1205
SKTGIJFO_CDS_0291	SKTGIJFO_CDS_0291,SKTGIJFO_CDS_1572,SKTGIJFO_CDS_1400,SKTGIJFO_CDS_1230,SKTGIJFO_CDS_0732
SKTGIJFO_CDS_0859	SKTGIJFO_CDS_0859,SKTGIJFO_CDS_1710,SKTGIJFO_CDS_1798,SKTGIJFO_CDS_1709,SKTGIJFO_CDS_1797
SKTGIJFO_CDS_0287	SKTGIJFO_CDS_0287,SKTGIJFO_CDS_1568,SKTGIJFO_CDS_1226,SKTGIJFO_CDS_0728,SKTGIJFO_CDS_1396
SKTGIJFO_CDS_3695	SKTGIJFO_CDS_3695,SKTGIJFO_CDS_4114,SKTGIJFO_CDS_4530
SKTGIJFO_CDS_5190	SKTGIJFO_CDS_5190
SKTGIJFO_CDS_0084	SKTGIJFO_CDS_0084,SKTGIJFO_CDS_2115,SKTGIJFO_CDS_1918,SKTGIJFO_CDS_0525,SKTGIJFO_CDS_3083,SKTGIJFO_CDS_2703,SKTGIJFO_CDS_2517,SKTGIJFO_CDS_2888
SKTGIJFO_CDS_3404	SKTGIJFO_CDS_3404
SKTGIJFO_CDS_0970	SKTGIJFO_CDS_0970
SKTGIJFO_CDS_3793	SKTGIJFO_CDS_3793,SKTGIJFO_CDS_4212,SKTGIJFO_CDS_4630
SKTGIJFO_CDS_5055	SKTGIJFO_CDS_5055
SKTGIJFO_CDS_5162	SKTGIJFO_CDS_5162
SKTGIJFO_CDS_0060	SKTGIJFO_CDS_0060,SKTGIJFO_CDS_3380,SKTGIJFO_CDS_2864,SKTGIJFO_CDS_2679,SKTGIJFO_CDS_2493,SKTGIJFO_CDS_1894,SKTGIJFO_CDS_0501,SKTGIJFO_CDS_3059,SKTGIJFO_CDS_2091
SKTGIJFO_CDS_3797	SKTGIJFO_CDS_3797,SKTGIJFO_CDS_4216,SKTGIJFO_CDS_4634
SKTGIJFO_CDS_5058	SKTGIJFO_CDS_5058
SKTGIJFO_CDS_4954	SKTGIJFO_CDS_4954
SKTGIJFO_CDS_1033	SKTGIJFO_CDS_1033,SKTGIJFO_CDS_2284
SKTGIJFO_CDS_2381	SKTGIJFO_CDS_2381
SKTGIJFO_CDS_5140	SKTGIJFO_CDS_5140
SKTGIJFO_CDS_3887	SKTGIJFO_CDS_3887,SKTGIJFO_CDS_4725
SKTGIJFO_CDS_0265	SKTGIJFO_CDS_0265,SKTGIJFO_CDS_1374,SKTGIJFO_CDS_0706,SKTGIJFO_CDS_1204,SKTGIJFO_CDS_1546
SKTGIJFO_CDS_3866	SKTGIJFO_CDS_3866,SKTGIJFO_CDS_4704,SKTGIJFO_CDS_4285
SKTGIJFO_CDS_5080	SKTGIJFO_CDS_5080
SKTGIJFO_CDS_5136	SKTGIJFO_CDS_5136
SKTGIJFO_CDS_3817	SKTGIJFO_CDS_3817,SKTGIJFO_CDS_4236,SKTGIJFO_CDS_4654
SKTGIJFO_CDS_3819	SKTGIJFO_CDS_3819,SKTGIJFO_CDS_4656,SKTGIJFO_CDS_4238
SKTGIJFO_CDS_5134	SKTGIJFO_CDS_5134
SKTGIJFO_CDS_1002	SKTGIJFO_CDS_1002,SKTGIJFO_CDS_2253
SKTGIJFO_CDS_2351	SKTGIJFO_CDS_2351
SKTGIJFO_CDS_3864	SKTGIJFO_CDS_3864,SKTGIJFO_CDS_4702,SKTGIJFO_CDS_4283
SKTGIJFO_CDS_3904	SKTGIJFO_CDS_3904,SKTGIJFO_CDS_4744,SKTGIJFO_CDS_4325
SKTGIJFO_CDS_3818	SKTGIJFO_CDS_3818,SKTGIJFO_CDS_4655,SKTGIJFO_CDS_4237
SKTGIJFO_CDS_5081	SKTGIJFO_CDS_5081
SKTGIJFO_CDS_4943	SKTGIJFO_CDS_4943
SKTGIJFO_CDS_5079	SKTGIJFO_CDS_5079
SKTGIJFO_CDS_2318	SKTGIJFO_CDS_2318
SKTGIJFO_CDS_3888	SKTGIJFO_CDS_3888,SKTGIJFO_CDS_4307,SKTGIJFO_CDS_4726
SKTGIJFO_CDS_5163	SKTGIJFO_CDS_5163
SKTGIJFO_CDS_5179	SKTGIJFO_CDS_5179
SKTGIJFO_CDS_3291	SKTGIJFO_CDS_3291
SKTGIJFO_CDS_3789	SKTGIJFO_CDS_3789,SKTGIJFO_CDS_4208,SKTGIJFO_CDS_4626
SKTGIJFO_CDS_5156	SKTGIJFO_CDS_5156
SKTGIJFO_CDS_0275	SKTGIJFO_CDS_0275,SKTGIJFO_CDS_1556,SKTGIJFO_CDS_1384,SKTGIJFO_CDS_1214,SKTGIJFO_CDS_0716
SKTGIJFO_CDS_3874	SKTGIJFO_CDS_3874,SKTGIJFO_CDS_4293,SKTGIJFO_CDS_4712
SKTGIJFO_CDS_3873	SKTGIJFO_CDS_3873,SKTGIJFO_CDS_4292,SKTGIJFO_CDS_4711
SKTGIJFO_CDS_5052	SKTGIJFO_CDS_5052
SKTGIJFO_CDS_5144	SKTGIJFO_CDS_5144
SKTGIJFO_CDS_3271	SKTGIJFO_CDS_3271
SKTGIJFO_CDS_0070	SKTGIJFO_CDS_0070,SKTGIJFO_CDS_1904,SKTGIJFO_CDS_2101
SKTGIJFO_CDS_0511	SKTGIJFO_CDS_0511,SKTGIJFO_CDS_3069,SKTGIJFO_CDS_2874,SKTGIJFO_CDS_2689,SKTGIJFO_CDS_2503,SKTGIJFO_CDS_3390
SKTGIJFO_CDS_2467	SKTGIJFO_CDS_2467
SKTGIJFO_CDS_5084	SKTGIJFO_CDS_5084
SKTGIJFO_CDS_3823	SKTGIJFO_CDS_3823,SKTGIJFO_CDS_4242,SKTGIJFO_CDS_4660
SKTGIJFO_CDS_5113	SKTGIJFO_CDS_5113
SKTGIJFO_CDS_0250	SKTGIJFO_CDS_0250,SKTGIJFO_CDS_1189,SKTGIJFO_CDS_0691,SKTGIJFO_CDS_1531,SKTGIJFO_CDS_1359
SKTGIJFO_CDS_1734	SKTGIJFO_CDS_1734
SKTGIJFO_CDS_3880	SKTGIJFO_CDS_3880,SKTGIJFO_CDS_4718,SKTGIJFO_CDS_4299
SKTGIJFO_CDS_5142	SKTGIJFO_CDS_5142
SKTGIJFO_CDS_4766	SKTGIJFO_CDS_4766,SKTGIJFO_CDS_3930,SKTGIJFO_CDS_4349
SKTGIJFO_CDS_1046	SKTGIJFO_CDS_1046,SKTGIJFO_CDS_2297
SKTGIJFO_CDS_2394	SKTGIJFO_CDS_2394
SKTGIJFO_CDS_4947	SKTGIJFO_CDS_4947
SKTGIJFO_CDS_5184	SKTGIJFO_CDS_5184
SKTGIJFO_CDS_0861	SKTGIJFO_CDS_0861,SKTGIJFO_CDS_1712,SKTGIJFO_CDS_1800
SKTGIJFO_CDS_1113	SKTGIJFO_CDS_1113
SKTGIJFO_CDS_5154	SKTGIJFO_CDS_5154
SKTGIJFO_CDS_5151	SKTGIJFO_CDS_5151
SKTGIJFO_CDS_5235	SKTGIJFO_CDS_5235
SKTGIJFO_CDS_3306	SKTGIJFO_CDS_3306
SKTGIJFO_CDS_3882	SKTGIJFO_CDS_3882,SKTGIJFO_CDS_4720,SKTGIJFO_CDS_4301
SKTGIJFO_CDS_2425	SKTGIJFO_CDS_2425
SKTGIJFO_CDS_3968	SKTGIJFO_CDS_3968,SKTGIJFO_CDS_4804,SKTGIJFO_CDS_4387
SKTGIJFO_CDS_3292	SKTGIJFO_CDS_3292
SKTGIJFO_CDS_0307	SKTGIJFO_CDS_0307,SKTGIJFO_CDS_1588,SKTGIJFO_CDS_1416,SKTGIJFO_CDS_1246,SKTGIJFO_CDS_0740
SKTGIJFO_CDS_0037	SKTGIJFO_CDS_0037,SKTGIJFO_CDS_2067,SKTGIJFO_CDS_0477,SKTGIJFO_CDS_3035
SKTGIJFO_CDS_1871	SKTGIJFO_CDS_1871,SKTGIJFO_CDS_2839,SKTGIJFO_CDS_2654
SKTGIJFO_CDS_3228	SKTGIJFO_CDS_3228
SKTGIJFO_CDS_3556	SKTGIJFO_CDS_3556
SKTGIJFO_CDS_0216	SKTGIJFO_CDS_0216
SKTGIJFO_CDS_3348	SKTGIJFO_CDS_3348
SKTGIJFO_CDS_3970	SKTGIJFO_CDS_3970,SKTGIJFO_CDS_4389,SKTGIJFO_CDS_4806
SKTGIJFO_CDS_0402	SKTGIJFO_CDS_0402,SKTGIJFO_CDS_1105
SKTGIJFO_CDS_0813	SKTGIJFO_CDS_0813,SKTGIJFO_CDS_1752,SKTGIJFO_CDS_1661
SKTGIJFO_CDS_1067	SKTGIJFO_CDS_1067
SKTGIJFO_CDS_2421	SKTGIJFO_CDS_2421
SKTGIJFO_CDS_3783	SKTGIJFO_CDS_3783,SKTGIJFO_CDS_4620,SKTGIJFO_CDS_4202
SKTGIJFO_CDS_5046	SKTGIJFO_CDS_5046
SKTGIJFO_CDS_3347	SKTGIJFO_CDS_3347
SKTGIJFO_CDS_3579	SKTGIJFO_CDS_3579
SKTGIJFO_CDS_5148	SKTGIJFO_CDS_5148
SKTGIJFO_CDS_0922	SKTGIJFO_CDS_0922
SKTGIJFO_CDS_5197	SKTGIJFO_CDS_5197
SKTGIJFO_CDS_3910	SKTGIJFO_CDS_3910,SKTGIJFO_CDS_4750,SKTGIJFO_CDS_4331
SKTGIJFO_CDS_3599	SKTGIJFO_CDS_3599,SKTGIJFO_CDS_4434,SKTGIJFO_CDS_4019
SKTGIJFO_CDS_3877	SKTGIJFO_CDS_3877,SKTGIJFO_CDS_4296,SKTGIJFO_CDS_4715
SKTGIJFO_CDS_5141	SKTGIJFO_CDS_5141
SKTGIJFO_CDS_4819	SKTGIJFO_CDS_4819
SKTGIJFO_CDS_5116	SKTGIJFO_CDS_5116
SKTGIJFO_CDS_2489	SKTGIJFO_CDS_2489
SKTGIJFO_CDS_5022	SKTGIJFO_CDS_5022
SKTGIJFO_CDS_0099	SKTGIJFO_CDS_0099,SKTGIJFO_CDS_3098,SKTGIJFO_CDS_2718,SKTGIJFO_CDS_2532
SKTGIJFO_CDS_3419	SKTGIJFO_CDS_3419
SKTGIJFO_CDS_1157	SKTGIJFO_CDS_1157,SKTGIJFO_CDS_1331
